number,detailed_number,name,form_name,form_category,category,type_1,type_2,hgt_ft,hgt_m,wgt_lbs,wgt_kg,bmi,gen,hp,attack,defense,sp_atk,sp_def,speed,total,evolves_to,evo_family,stage
749,749,Mudbray,,,,Ground,,3.25,1,242.5,110,110,7,70,100,70,45,55,45,385,750,,
750,750,Mudsdale,,,,Ground,,8.167,2.5,2028.3,920,147.2,7,100,125,100,55,85,35,500,,,
751,751,Dewpider,,,,Water,Bug,1,0.3,8.8,4,44.4,7,38,40,52,40,72,27,269,752,,
752,752,Araquanid,,,,Water,Bug,5.917,1.8,180.8,82,25.3,7,68,70,92,50,132,42,454,,,
753,753,Fomantis,,,,Grass,,1,0.3,3.3,1.5,16.7,7,40,55,35,50,35,35,250,754,,
754,754,Lurantis,,,,Grass,,2.917,0.9,40.8,18.5,22.8,7,70,105,90,80,90,45,480,,,
755,755,Morelull,,,,Grass,Fairy,0.667,0.2,3.3,1.5,37.5,7,40,35,55,65,75,15,285,756,,
756,756,Shiinotic,,,,Grass,Fairy,3.25,1,25.4,11.5,11.5,7,60,45,80,90,100,30,405,,,
757,757,Salandit,,,,Poison,Fire,2,0.6,10.6,4.8,13.3,7,48,44,40,71,40,77,320,758,,
758,758,Salazzle,,,,Poison,Fire,3.917,1.2,48.9,22.2,15.4,7,68,64,60,111,60,117,480,,,
759,759,Stufful,,,,Normal,Fighting,1.667,0.5,15,6.8,27.2,7,70,75,50,45,50,50,340,760,,
760,760,Bewear,,,,Normal,Fighting,6.917,2.1,297.6,135,30.6,7,120,125,80,55,60,60,500,,,
761,761,Bounsweet,,,,Grass,,1,0.3,7.1,3.2,35.6,7,42,30,38,30,38,32,210,762,,
762,762,Steenee,,,,Grass,,2.333,0.7,18.1,8.2,16.7,7,52,40,48,40,48,62,290,763,,
763,763,Tsareena,,,,Grass,,3.917,1.2,47.2,21.4,14.9,7,72,120,98,50,98,72,510,,,
764,764,Comfey,,,,Fairy,,0.333,0.1,0.7,0.3,30,7,51,52,90,82,110,100,485,,,
765,765,Oranguru,,,,Normal,Psychic,4.917,1.5,167.6,76,33.8,7,90,60,80,90,110,60,490,,,
766,766,Passimian,,,,Fighting,,6.583,2,182.5,82.8,20.7,7,100,120,90,40,60,80,490,,,
767,767,Wimpod,,,,Bug,Water,1.667,0.5,26.5,12,48,7,25,35,40,20,30,80,230,768,,
768,768,Golisopod,,,,Bug,Water,6.583,2,238.1,108,27,7,75,125,140,60,90,40,530,,,
769,769,Sandygast,,,,Ghost,Ground,1.667,0.5,154.3,70,280,7,55,55,80,70,45,15,320,770,,
770,770,Palossand,,,,Ghost,Ground,4.25,1.3,551.2,250,147.9,7,85,75,110,100,75,35,480,,,
771,771,Pyukumuku,,,,Water,,1,0.3,2.6,1.2,13.3,7,55,60,130,30,130,5,410,,,
772,772,Type: Null,,,Sublegendary,Normal,,6.25,1.9,265.7,120.5,33.4,7,95,95,95,95,95,59,534,773,,
773,773,Silvally,,,Sublegendary,Normal,,7.583,2.3,221.6,100.5,19,7,95,95,95,95,95,95,570,,,
774,774,Minior,,,,Rock,Flying,1,0.3,88.2,40,444.4,7,60,60,100,60,100,60,440,,,
774,774.1,Minior,Core Form,Alternate,,Rock,Flying,1,0.3,0.7,0.3,3.3,7,60,100,60,100,60,120,500,,,
775,775,Komala,,,,Normal,,1.333,0.4,43.9,19.9,124.4,7,65,115,65,75,95,65,480,,,
776,776,Turtonator,,,,Fire,Dragon,6.583,2,467.4,212,53,7,60,78,135,91,85,36,485,,,
777,777,Togedemaru,,,,Electric,Steel,1,0.3,7.3,3.3,36.7,7,65,98,63,40,73,96,435,,,
778,778,Mimikyu,,,,Ghost,Fairy,0.667,0.2,1.5,0.7,17.5,7,55,90,80,50,105,96,476,,,
779,779,Bruxish,,,,Water,Psychic,2.917,0.9,41.9,19,23.5,7,68,105,70,70,70,92,475,,,
780,780,Drampa,,,,Normal,Dragon,9.833,3,407.9,185,20.6,7,78,60,85,135,91,36,485,,,
781,781,Dhelmise,,,,Ghost,Grass,12.833,3.9,463,210,13.8,7,70,131,100,86,90,40,517,,,
782,782,Jangmo-o,,,Pseudolegendary,Dragon,,2,0.6,65.5,29.7,82.5,7,45,55,65,45,45,45,300,783,,
783,783,Hakamo-o,,,Pseudolegendary,Dragon,Fighting,3.917,1.2,103.6,47,32.6,7,55,75,90,65,70,65,420,784,,
784,784,Kommo-o,,,Pseudolegendary,Dragon,Fighting,5.25,1.6,172.4,78.2,30.5,7,75,110,125,100,105,85,600,,,
785,785,Tapu Koko,,,Sublegendary,Electric,Fairy,5.917,1.8,45.2,20.5,6.3,7,70,115,85,95,75,130,570,,,
786,786,Tapu Lele,,,Sublegendary,Psychic,Fairy,3.917,1.2,41,18.6,12.9,7,70,85,75,130,115,95,570,,,
787,787,Tapu Bulu,,,Sublegendary,Grass,Fairy,6.25,1.9,100.3,45.5,12.6,7,70,130,115,85,95,75,570,,,
788,788,Tapu Fini,,,Sublegendary,Water,Fairy,4.25,1.3,46.7,21.2,12.5,7,70,75,115,95,130,85,570,,,
789,789,Cosmog,,,Legendary,Psychic,,0.667,0.2,0.2,0.1,2.5,7,43,29,31,29,31,37,200,790,,
790,790,Cosmoem,,,Legendary,Psychic,,0.333,0.1,2204.4,999.9,"99,990",7,43,29,131,29,131,37,400,"791,792",,
791,791,Solgaleo,,,Legendary,Psychic,Steel,11.167,3.4,507.1,230,19.9,7,137,137,107,113,89,97,680,,,
792,792,Lunala,,,Legendary,Psychic,Ghost,13.83,4,264.6,120,7.5,7,137,113,89,137,107,97,680,,,
793,793,Nihilego,,,Ultra Beast,Rock,Poison,3.917,1.2,122.4,55.5,38.5,7,109,53,47,127,131,103,570,,,
794,794,Buzzwole,,,Ultra Beast,Bug,Fighting,7.833,2.4,735.5,333.6,57.9,7,107,139,139,53,53,79,570,,,
795,795,Pheromosa,,,Ultra Beast,Bug,Fighting,5.917,1.8,55.1,25,7.7,7,71,137,37,137,37,151,570,,,
796,796,Xurkitree,,,Ultra Beast,Electric,,12.5,3.8,220.5,100,6.9,7,83,89,71,173,71,83,570,,,
797,797,Celesteela,,,Ultra Beast,Steel,Flying,30.167,9.2,2204.4,999.9,11.8,7,97,101,103,107,101,61,570,,,
798,798,Kartana,,,Ultra Beast,Grass,Steel,1,0.3,0.2,0.1,1.1,7,59,181,131,59,31,109,570,,,
799,799,Guzzlord,,,Ultra Beast,Dark,Dragon,18.83,5.5,1957.7,888,29.4,7,223,101,53,97,53,43,570,,,
800,800,Necrozma,,,Legendary,Psychic,,7.833,2.4,507.1,230,39.9,7,97,107,101,127,89,79,600,,,
800,800.1,Necrozma,Dusk Mane,Other,Legendary,Psychic,Steel,12.5,3.8,1014.1,460,31.9,7,97,157,127,113,109,77,680,,,
800,800.2,Necrozma,Dawn Wings,Other,Legendary,Psychic,Ghost,13.75,4.2,771.6,350,19.8,7,97,113,109,157,127,77,680,,,
800,800.3,Necrozma,Ultra Necrozma,Other,Legendary,Psychic,Dragon,24.583,7.5,507.1,230,4.1,7,97,167,97,167,97,129,754,,,
801,801,Magearna,,,Mythical,Steel,Fairy,3.25,1,177.5,80.5,80.5,7,80,95,115,130,115,65,600,,,
802,802,Marshadow,,,Mythical,Fighting,Ghost,2.333,0.7,48.9,22.2,45.3,7,90,125,80,90,90,125,600,,,
803,803,Poipole,,,Ultra Beast,Poison,,2,0.6,4,1.8,5,7,67,73,67,73,67,73,420,,,
804,804,Naganadel,,,Ultra Beast,Poison,Dragon,11.833,3.6,330.7,150,11.6,7,73,73,73,127,73,121,540,,,
805,805,Stakataka,,,Ultra Beast,Rock,Steel,18.83,5.5,1807.8,820,27.1,7,61,131,211,53,101,13,570,,,
806,806,Blacephalon,,,Ultra Beast,Fire,Ghost,5.917,1.8,28.7,13,4,7,53,127,53,151,79,107,570,,,
807,807,Zeraora,,,Mythical,Electric,,4.917,1.5,98.1,44.5,19.8,7,88,112,75,102,80,143,600,,,
808,808,Meltan,,,Mythical,Steel,,0.667,0.2,17.6,8,200,7,46,65,65,55,35,34,300,809,,
809,809,Melmetal,,,Mythical,Steel,,8.167,2.5,1763.7,800,128,7,135,143,143,80,65,34,600,,,
810,810,Grookey,,,,Grass,,1,0.3,11,5,55.6,8,50,65,50,40,40,65,310,811,,
811,811,Thwackey,,,,Grass,,2.333,0.7,30.9,14,28.6,8,70,85,70,55,60,80,420,812,,
812,812,Rillaboom,,,,Grass,,6.917,2.1,198.4,90,20.4,8,100,125,90,60,70,85,530,,,
813,813,Scorbunny,,,,Fire,,1,0.3,9.9,4.5,50,8,50,71,40,40,40,69,310,814,,
814,814,Raboot,,,,Fire,,2,0.6,19.8,9,25,8,65,86,60,55,60,94,420,815,,
815,815,Cinderace,,,,Fire,,4.583,1.4,72.8,33,16.8,8,80,116,75,65,75,119,530,,,
816,816,Sobble,,,,Water,,1,0.3,8.8,4,44.4,8,50,40,40,70,40,70,310,817,,
817,817,Drizzile,,,,Water,,2.333,0.7,25.4,11.5,23.5,8,65,60,55,95,55,90,420,818,,
818,818,Inteleon,,,,Water,,6.25,1.9,99.6,45.2,12.5,8,70,85,65,125,65,120,530,,,
819,819,Skwovet,,,,Normal,,1,0.3,5.5,2.5,27.8,8,70,55,55,35,35,25,275,820,,
820,820,Greedent,,,,Normal,,2,0.6,13.2,6,16.7,8,120,95,95,55,75,20,460,,,
821,821,Rookidee,,,,Flying,,0.667,0.2,4,1.8,45,8,38,47,35,33,35,57,245,822,,
822,822,Corvisquire,,,,Flying,,2.583,0.8,35.3,16,25,8,68,67,55,43,55,77,365,823,,
823,823,Corviknight,,,,Flying,Steel,7.25,2.2,165.3,75,15.5,8,98,87,105,53,85,67,495,,,
824,824,Blipbug,,,,Bug,,1.333,0.4,17.6,8,50,8,25,20,20,25,45,45,180,825,,
825,825,Dottler,,,,Bug,Psychic,1.333,0.4,43,19.5,121.9,8,50,35,80,50,90,30,335,826,,
826,826,Orbeetle,,,,Bug,Psychic,1.333,0.4,89.9,40.8,255,8,60,45,110,80,120,90,505,,,
827,827,Nickit,,,,Dark,,2,0.6,19.6,8.9,24.7,8,40,28,28,47,52,50,245,828,,
828,828,Thievul,,,,Dark,,3.917,1.2,43.9,19.9,13.8,8,70,58,58,87,92,90,455,,,
829,829,Gossifleur,,,,Grass,,1.333,0.4,4.9,2.2,13.8,8,40,40,60,40,60,10,250,830,,
830,830,Eldegoss,,,,Grass,,1.667,0.5,5.5,2.5,10,8,60,50,90,80,120,60,460,,,
831,831,Wooloo,,,,Normal,,2,0.6,13.2,6,16.7,8,42,40,55,40,45,48,270,832,,
832,832,Dubwool,,,,Normal,,4.25,1.3,94.8,43,25.4,8,72,80,100,60,90,88,490,,,
833,833,Chewtle,,,,Water,,1,0.3,18.7,8.5,94.4,8,50,64,50,38,38,44,284,834,,
834,834,Drednaw,,,,Water,Rock,3.25,1,254.6,115.5,115.5,8,90,115,90,48,68,74,485,,,
835,835,Yamper,,,,Electric,,1,0.3,29.8,13.5,150,8,59,45,50,40,50,26,270,836,,
836,836,Boltund,,,,Electric,,3.25,1,75,34,34,8,69,90,60,90,60,121,490,,,
837,837,Rolycoly,,,,Rock,,1,0.3,26.5,12,133.3,8,30,40,50,40,50,30,240,838,,
838,838,Carkol,,,,Rock,Fire,3.583,1.1,172,78,64.5,8,80,60,90,60,70,50,410,839,,
839,839,Coalossal,,,,Rock,Fire,9.167,2.8,684.5,310.5,39.6,8,110,80,120,80,90,30,510,,,
840,840,Applin,,,,Grass,Dragon,0.667,0.2,1.1,0.5,12.5,8,40,40,80,40,40,20,260,"841,842,1011",,
841,841,Flapple,,,,Grass,Dragon,1,0.3,2.2,1,11.1,8,70,110,80,95,60,70,485,,,
842,842,Appletun,,,,Grass,Dragon,1.333,0.4,28.7,13,81.3,8,110,85,80,100,80,30,485,,,
843,843,Silicobra,,,,Ground,,7.25,2.2,16.8,7.6,1.6,8,52,57,75,35,50,46,315,844,,
844,844,Sandaconda,,,,Ground,,12.5,3.8,144.4,65.5,4.5,8,72,107,125,65,70,71,510,,,
845,845,Cramorant,,,,Flying,Water,2.583,0.8,39.7,18,28.1,8,70,85,55,85,95,85,475,,,
846,846,Arrokuda,,,,Water,,1.667,0.5,2.2,1,4,8,41,63,40,40,30,66,280,847,,
847,847,Barraskewda,,,,Water,,4.25,1.3,66.1,30,17.8,8,61,123,60,60,50,136,490,,,
848,848,Toxel,,,,Electric,Poison,1.333,0.4,24.3,11,68.8,8,40,38,35,54,35,40,242,"849,849.10",,
849,849,Toxtricity,Low Key Form,Alternate,,Electric,Poison,5.25,1.6,88.2,40,15.6,8,75,98,70,114,70,75,502,,,
849,849.1,Toxtricity,Amped Form,,,Electric,Poison,5.25,1.6,88.2,40,15.6,8,75,98,70,114,70,75,502,,,
850,850,Sizzlipede,,,,Fire,Bug,2.333,0.7,2.2,1,2,8,50,65,45,50,50,45,305,851,,
851,851,Centiskorch,,,,Fire,Bug,9.833,3,264.6,120,13.3,8,100,115,65,90,90,65,525,,,
852,852,Clobbopus,,,,Fighting,,2,0.6,8.8,4,11.1,8,50,68,60,50,50,32,310,853,,
853,853,Grapploct,,,,Fighting,,5.25,1.6,86,39,15.2,8,80,118,90,70,80,42,480,,,
854,854,Sinistea,,,,Ghost,,0.333,0.1,0.4,0.2,20,8,40,45,45,74,54,50,308,855,,
855,855,Polteageist,,,,Ghost,,0.667,0.2,0.9,0.4,10,8,60,65,65,134,114,70,508,,,
856,856,Hatenna,,,,Psychic,,1.333,0.4,7.5,3.4,21.3,8,42,30,45,56,53,39,265,857,,
857,857,Hattrem,,,,Psychic,,2,0.6,10.6,4.8,13.3,8,57,40,65,86,73,49,370,858,,
858,858,Hatterene,,,,Psychic,Fairy,6.917,2.1,11.2,5.1,1.2,8,57,90,95,136,103,29,510,,,
859,859,Impidimp,,,,Dark,Fairy,1.333,0.4,12.1,5.5,34.4,8,45,45,30,55,40,50,265,860,,
860,860,Morgrem,,,,Dark,Fairy,2.583,0.8,27.6,12.5,19.5,8,65,60,45,75,55,70,370,861,,
861,861,Grimmsnarl,,,,Dark,Fairy,4.917,1.5,134.5,61,27.1,8,95,120,65,95,75,60,510,,,
862,862,Obstagoon,,,,Dark,Normal,5.25,1.6,101.4,46,18,8,93,90,101,60,81,95,520,,263.1,3
863,863,Perrserker,,,,Steel,,2.583,0.8,61.7,28,43.8,8,70,110,100,50,60,50,440,,52.2,2
864,864,Cursola,,,,Ghost,,3.25,1,0.9,0.4,0.4,8,60,95,50,145,130,30,510,,222.1,2
865,865,Sirfetch'd,,,,Fighting,,2.583,0.8,257.9,117,182.8,8,62,135,95,68,82,65,507,,83.1,2
866,866,Mr. Rime,,,,Ice,Psychic,4.917,1.5,128.3,58.2,25.9,8,80,85,75,110,100,70,520,,122.1,3
867,867,Runerigus,,,,Ground,Ghost,5.25,1.6,146.8,66.6,26,8,58,95,145,50,105,30,483,,562,2
868,868,Milcery,,,,Fairy,,0.667,0.2,0.7,0.3,7.5,8,45,40,40,50,61,34,270,869,,
869,869,Alcremie,,,,Fairy,,1,0.3,1.1,0.5,5.6,8,65,60,75,110,121,64,495,,,
870,870,Falinks,,,,Fighting,,9.833,3,136.7,62,6.9,8,65,100,100,70,60,75,470,,,
871,871,Pincurchin,,,,Electric,,1,0.3,2.2,1,11.1,8,48,101,95,91,85,15,435,,,
872,872,Snom,,,,Ice,Bug,1,0.3,8.4,3.8,42.2,8,30,25,35,45,30,20,185,873,,
873,873,Frosmoth,,,,Ice,Bug,4.25,1.3,92.6,42,24.9,8,70,65,60,125,90,65,475,,,
874,874,Stonjourner,,,,Rock,,8.167,2.5,1146.4,520,83.2,8,100,125,135,20,20,70,470,,,
875,875,Eiscue,,,,Ice,,4.583,1.4,196.2,89,45.4,8,75,80,110,65,90,50,470,,,
875,875.1,Eiscue,Noice Face,Alternate,,Ice,,4.583,1.4,196.2,89,45.4,8,75,80,70,65,50,130,470,,,
876,876,Indeedee,Male,Gender,,Psychic,Normal,2.917,0.9,61.7,28,34.6,8,60,65,55,105,95,95,475,,,
876,876.1,Indeedee,Female,Gender,,Psychic,Normal,2.917,0.9,61.7,28,34.6,8,70,55,65,95,105,85,475,,,
877,877,Morpeko,,,,Electric,Dark,1,0.3,6.6,3,33.3,8,58,95,58,70,58,97,436,,,
877,877.1,Morpeko,Hangry Mode,Alternate,,Electric,Dark,1,0.3,6.6,3,33.3,8,58,95,58,70,58,97,436,,,
878,878,Cufant,,,,Steel,,3.917,1.2,220.5,100,69.4,8,72,80,49,40,49,40,330,879,,
879,879,Copperajah,,,,Steel,,9.833,3,1433,650,72.2,8,122,130,69,80,69,30,500,,,
880,880,Dracozolt,,,,Electric,Dragon,5.917,1.8,418.9,190,58.6,8,90,100,90,80,70,75,505,,,
881,881,Arctozolt,,,,Electric,Ice,7.583,2.3,330.7,150,28.4,8,90,100,90,90,80,55,505,,,
882,882,Dracovish,,,,Water,Dragon,7.583,2.3,474,215,40.6,8,90,90,100,70,80,75,505,,,
883,883,Arctovish,,,,Water,Ice,6.583,2,385.8,175,43.8,8,90,90,100,80,90,55,505,,,
884,884,Duraludon,,,,Steel,Dragon,5.917,1.8,88.2,40,12.3,8,70,95,115,120,50,85,535,1018,,
885,885,Dreepy,,,Pseudolegendary,Dragon,Ghost,1.667,0.5,4.4,2,8,8,28,60,30,40,30,82,270,886,885,
886,886,Drakloak,,,Pseudolegendary,Dragon,Ghost,4.583,1.4,24.3,11,5.6,8,68,80,50,60,50,102,410,887,885,
887,887,Dragapult,,,Pseudolegendary,Dragon,Ghost,9.833,3,110.2,50,5.6,8,88,120,75,100,75,142,600,,885,
888,888,Zacian,,,Legendary,Fairy,Steel,9.167,2.8,782.6,355,45.3,8,92,150,115,80,115,148,700,,,
888,888.1,Zacian,Hero of Many Battles,Alternate,Legendary,Fairy,,9.167,2.8,242.5,110,14,8,92,120,115,80,115,138,660,,,
889,889,Zamazenta,,,Legendary,Fighting,Steel,9.5,2.9,1730.6,785,93.3,8,92,120,140,80,140,128,700,,,
889,889.1,Zamazenta,Hero of Many Battles,Alternate,Legendary,Fighting,,9.5,2.9,463,210,25,8,92,120,115,80,115,138,660,,,
890,890,Eternatus,,,Legendary,Poison,Dragon,65.583,20,2094.4,950,2.4,8,140,85,95,145,95,130,690,,,
890,890.1,Eternatus,Eternamax,Gigantimax,Legendary,Poison,Dragon,328.083,100,,,,8,255,115,250,125,250,130,1125,,,
891,891,Kubfu,,,Sublegendary,Fighting,,2,0.6,26.5,12,33.3,8,60,90,60,53,50,72,385,"892,892.1",891,
892,892,Urshifu,Single Strike Style,Alternate,Sublegendary,Fighting,Dark,6.25,1.9,231.5,105,29.1,8,100,130,100,63,60,97,550,,891,
892,892.1,Urshifu,Rapid Strike Style,Alternate,Sublegendary,Fighting,Water,6.25,1.9,231.5,105,29.1,8,100,130,100,63,60,97,550,,891,
893,893,Zarude,,,Mythical,Dark,Grass,5.917,1.8,154.3,70,21.6,8,105,120,105,70,95,105,600,,,
894,894,Regieleki,,,Sublegendary,Electric,,3.917,1.2,319.7,145,100.7,8,80,100,50,100,50,200,580,,,
895,895,Regidrago,,,Sublegendary,Dragon,,6.917,2.1,440.9,200,45.4,8,200,100,50,100,50,80,580,,,
896,896,Glastrier,,,Sublegendary,Ice,,7.25,2.2,1763.7,800,165.3,8,100,145,130,65,110,30,580,,,
897,897,Spectrier,,,Sublegendary,Ghost,,6.583,2,98.1,44.5,11.1,8,100,65,60,145,80,130,580,,,
898,898,Calyrex,,,Legendary,Psychic,Grass,3.583,1.1,17,7.7,6.4,8,100,80,80,80,80,80,500,,,
898,898.1,Calyrex,Ice Rider,Alternate,Legendary,Psychic,Ice,7.833,2.4,1783.8,809.1,140.5,8,100,165,150,85,130,50,680,,,
898,898.2,Calyrex,Shadow Rider,Alternate,Legendary,Psychic,Ghost,7.833,2.4,118.2,53.6,9.3,8,100,85,80,165,100,150,680,,,
899,899,Wyrdeer,,,,Normal,Psychic,5.917,1.8,209.7,95.1,29.4,8,103,105,72,105,75,65,525,,234,2
900,900,Kleavor,,,,Bug,Rock,5.917,1.8,196.2,89,27.5,8,70,135,95,45,70,85,500,,123,2
901,901,Ursaluna,,,,Ground,Normal,7.833,2.4,639.3,290,50.3,8,130,140,105,45,80,50,550,,216,3
901,901.2,Ursaluna,Bloodmoon,Alternate,,Ground,Normal,8.833,2.7,734.1,333,45.7,8,113,70,120,135,65,52,555,,216,3
902,902,Basculegion,Male,Gender,,Water,Ghost,9.833,3,242.5,110,12.2,8,120,112,65,80,75,78,530,,550.2,2
902,902.1,Basculegion,Female,Gender,,Water,Ghost,9.833,3,242.5,110,12.2,8,120,92,65,100,75,78,530,,550.2,2
903,903,Sneasler,,,,Fighting,Poison,4.25,1.3,94.8,43,25.4,8,80,130,60,40,80,120,510,,215.1,2
904,904,Overqwil,,,,Dark,Poison,8.167,2.5,133.4,60.5,9.7,8,85,115,95,65,65,85,510,,211.1,2
905,905,Enamorus,,,Sublegendary,Fairy,Flying,5.25,1.6,105.8,48,18.8,8,74,115,70,135,80,106,580,,,
905,905.1,Enamorus,Therian Forme,Alternate,Sublegendary,Fairy,Flying,5.25,1.6,105.8,48,18.8,8,74,115,110,135,100,46,580,,,
906,906,Sprigatito,,,,Grass,,1.333,0.4,9,4.1,25.6,9,40,61,54,45,45,65,310,907,,
907,907,Floragato,,,,Grass,,2.917,0.9,26.9,12.2,15.1,9,61,80,63,60,63,83,410,908,,
908,908,Meowscarada,,,,Grass,Dark,4.917,1.5,68.8,31.2,13.9,9,76,110,70,81,70,123,530,,,
909,909,Fuecoco,,,,Fire,,1.333,0.4,21.6,9.8,61.3,9,67,45,59,63,40,36,310,910,,
910,910,Crocalor,,,,Fire,,3.25,1,67.7,30.7,30.7,9,81,55,78,90,58,49,411,911,,
911,911,Skeledirge,,,,Fire,Ghost,5.25,1.6,719.8,326.5,127.5,9,104,75,100,110,75,66,530,,,
912,912,Quaxly,,,,Water,,1.667,0.5,13.4,6.1,24.4,9,55,65,45,50,45,50,310,913,,
913,913,Quaxwell,,,,Water,,3.917,1.2,47.4,21.5,14.9,9,70,85,65,65,60,65,410,914,,
914,914,Quaquaval,,,,Water,Fighting,5.917,1.8,136.5,61.9,19.1,9,85,120,80,85,75,85,530,,,
915,915,Lechonk,,,,Normal,,1.667,0.5,22.5,10.2,40.8,9,54,45,40,35,45,35,254,"916,916.1",915,
916,916,Oinkologne,Male,Gender,,Normal,,3.25,1,264.6,120,120,9,110,100,75,59,80,65,489,,915,
916,916.1,Oinkologne,Female,Gender,,Normal,,3.25,1,264.6,120,120,9,115,90,70,59,90,65,489,,915,
917,917,Tarountula,,,,Bug,,1,0.3,8.8,4,44.4,9,35,41,45,29,40,20,210,918,,
918,918,Spidops,,,,Bug,,3.25,1,36.4,16.5,16.5,9,60,79,92,52,86,35,404,,,
919,919,Nymble,,,,Bug,,0.667,0.2,2.2,1,25,9,33,46,40,21,25,45,210,920,,
920,920,Lokix,,,,Bug,Dark,3.25,1,38.6,17.5,17.5,9,71,102,78,52,55,92,450,,,
921,921,Pawmi,,,,Electric,,1,0.3,5.5,2.5,27.8,9,45,50,20,40,25,60,240,922,,
922,922,Pawmo,,,,Electric,Fighting,1.333,0.4,14.3,6.5,40.6,9,60,75,40,50,40,85,350,923,,
923,923,Pawmot,,,,Electric,Fighting,2.917,0.9,90.4,41,50.6,9,70,115,70,70,60,105,490,,,
924,924,Tandemaus,,,,Normal,,1,0.3,4,1.8,20,9,50,50,45,40,45,75,305,"925,925.1",924,
925,925,Maushold,Family of Three,Alternate,,Normal,,1,0.3,5.1,2.3,25.6,9,74,75,70,65,75,111,470,,924,
925,925.1,Maushold,Family of Four,Alternate,,Normal,,1,0.3,6.2,2.8,31.1,9,74,75,70,65,75,111,470,,924,
926,926,Fidough,,,,Fairy,,1,0.3,24,10.9,121.1,9,37,55,70,30,55,65,312,927,,
927,927,Dachsbun,,,,Fairy,,1.667,0.5,32.8,14.9,59.6,9,57,80,115,50,80,95,477,,,
928,928,Smoliv,,,,Grass,Normal,1,0.3,14.3,6.5,72.2,9,41,35,45,58,51,30,260,929,,
929,929,Dolliv,,,,Grass,Normal,2,0.6,26.2,11.9,33.1,9,52,53,60,78,78,33,354,930,,
930,930,Arboliva,,,,Grass,Normal,4.583,1.4,106.3,48.2,24.6,9,78,69,90,125,109,39,510,,,
931,931,Squawkabilly,Green Plumage,Alternate,,Normal,Flying,2,0.6,5.3,2.4,6.7,9,82,96,51,45,51,92,417,,,
931,931.1,Squawkabilly,Blue Plumage,Alternate,,Normal,Flying,2,0.6,5.3,2.4,6.7,9,82,96,51,45,51,92,417,,,
931,931.2,Squawkabilly,Yellow Plumage,Alternate,,Normal,Flying,2,0.6,5.3,2.4,6.7,9,82,96,51,45,51,92,417,,,
931,931.3,Squawkabilly,White Plumage,Alternate,,Normal,Flying,2,0.6,5.3,2.4,6.7,9,82,96,51,45,51,92,417,,,
932,932,Nacli,,,,Rock,,1.333,0.4,35.3,16,100,9,55,55,75,35,35,25,280,933,,
933,933,Naclstack,,,,Rock,,2,0.6,231.5,105,291.7,9,60,60,100,35,65,35,355,934,,
934,934,Garganacl,,,,Rock,,7.583,2.3,529.1,240,45.4,9,100,100,130,45,90,35,500,,,
935,935,Charcadet,,,,Fire,,2,0.6,23.1,10.5,29.2,9,40,50,40,50,40,35,255,"936,937",935,
936,936,Armarouge,,,,Fire,Psychic,4.917,1.5,187.4,85,37.8,9,85,60,100,125,80,75,525,,935,
937,937,Ceruledge,,,,Fire,Ghost,5.25,1.6,136.7,62,24.2,9,75,125,80,60,100,85,525,,935,
938,938,Tadbulb,,,,Electric,,1,0.3,0.9,0.4,4.4,9,61,31,41,59,35,45,272,939,,
939,939,Bellibolt,,,,Electric,,3.917,1.2,249.1,113,78.5,9,109,64,91,103,83,45,495,,,
940,940,Wattrel,,,,Electric,Flying,1.333,0.4,7.9,3.6,22.5,9,40,40,35,55,40,70,280,941,,
941,941,Kilowattrel,,,,Electric,Flying,4.583,1.4,85.1,38.6,19.7,9,70,70,60,105,60,125,490,,,
942,942,Maschiff,,,,Dark,,1.667,0.5,35.3,16,64,9,60,78,60,40,51,51,340,943,,
943,943,Mabosstiff,,,,Dark,,3.583,1.1,134.5,61,50.4,9,80,120,90,60,70,85,505,,,
944,944,Shroodle,,,,Poison,Normal,0.667,0.2,1.5,0.7,17.5,9,40,65,35,40,35,75,290,945,,
945,945,Grafaiai,,,,Poison,Normal,2.333,0.7,60,27.2,55.5,9,63,95,65,80,72,110,485,,,
946,946,Bramblin,,,,Grass,Ghost,2,0.6,1.3,0.6,1.7,9,40,65,30,45,35,60,275,947,,
947,947,Brambleghast,,,,Grass,Ghost,3.917,1.2,13.2,6,4.2,9,55,115,70,80,70,90,480,,,
948,948,Toedscool,,,,Ground,Grass,2.917,0.9,72.8,33,40.7,9,40,40,35,50,100,70,335,949,,
949,949,Toedscruel,,,,Ground,Grass,6.25,1.9,127.9,58,16.1,9,80,70,65,80,120,100,515,,,
950,950,Klawf,,,,Rock,,4.25,1.3,174.2,79,46.7,9,70,100,115,35,55,75,450,,,
951,951,Capsakid,,,,Grass,,1,0.3,6.6,3,33.3,9,50,62,40,62,40,50,304,952,,
952,952,Scovillain,,,,Grass,Fire,2.917,0.9,33.1,15,18.5,9,65,108,65,108,65,75,486,,,
953,953,Rellor,,,,Bug,,0.667,0.2,2.2,1,25,9,41,50,60,31,58,30,270,954,,
954,954,Rabsca,,,,Bug,Psychic,1,0.3,7.7,3.5,38.9,9,75,50,85,115,100,45,470,,,
955,955,Flittle,,,,Psychic,,0.667,0.2,3.3,1.5,37.5,9,30,35,30,55,30,75,255,956,,
